nomem_encr;ci22o_m;ci22o001;ci22o002;ci22o326;ci22o003;ci22o383;ci22o005;ci22o006;ci22o007;ci22o008;ci22o009;ci22o372;ci22o373;ci22o037;ci22o038;ci22o039;ci22o040;ci22o041;ci22o042;ci22o043;ci22o044;ci22o045;ci22o046;ci22o047;ci22o049;ci22o048;ci22o050;ci22o051;ci22o052;ci22o053;ci22o054;ci22o055;ci22o059;ci22o060;ci22o061;ci22o062;ci22o065;ci22o363;ci22o067;ci22o068;ci22o069;ci22o070;ci22o364;ci22o365;ci22o076;ci22o367;ci22o080;ci22o081;ci22o084;ci22o085;ci22o100;ci22o327;ci22o087;ci22o374;ci22o090;ci22o091;ci22o092;ci22o341;ci22o094;ci22o095;ci22o096;ci22o098;ci22o099;ci22o328;ci22o329;ci22o393;ci22o101;ci22o143;ci22o330;ci22o102;ci22o103;ci22o375;ci22o376;ci22o111;ci22o368;ci22o114;ci22o115;ci22o117;ci22o118;ci22o344;ci22o125;ci22o128;ci22o129;ci22o130;ci22o135;ci22o136;ci22o140;ci22o333;ci22o336;ci22o394;ci22o144;ci22o146;ci22o147;ci22o148;ci22o149;ci22o150;ci22o151;ci22o152;ci22o153;ci22o395;ci22o154;ci22o155;ci22o156;ci22o159;ci22o160;ci22o161;ci22o162;ci22o163;ci22o164;ci22o165;ci22o166;ci22o167;ci22o168;ci22o169;ci22o170;ci22o171;ci22o172;ci22o173;ci22o174;ci22o396;ci22o397;ci22o386;ci22o387;ci22o388;ci22o389;ci22o391;ci22o392;ci22o175;ci22o176;ci22o325;ci22o177;ci22o384;ci22o385;ci22o203;ci22o204;ci22o205;ci22o206;ci22o207;ci22o208;ci22o209;ci22o210;ci22o211;ci22o212;ci22o213;ci22o214;ci22o221;ci22o222;ci22o223;ci22o224;ci22o337;ci22o226;ci22o338;ci22o339;ci22o229;ci22o236;ci22o237;ci22o238;ci22o239;ci22o240;ci22o241;ci22o242;ci22o377;ci22o378;ci22o245;ci22o246;ci22o247;ci22o248;ci22o249;ci22o250;ci22o251;ci22o252;ci22o253;ci22o254;ci22o255;ci22o379;ci22o257;ci22o258;ci22o261;ci22o380;ci22o264;ci22o265;ci22o292;ci22o293;ci22o294;ci22o295;ci22o381;ci22o299;ci22o300;ci22o301;ci22o302;ci22o303;ci22o304;ci22o382;ci22o306;ci22o307;ci22o340;ci22o309;ci22o352;ci22o353;ci22o354;ci22o355;ci22o356;ci22o313;ci22o314;ci22o315;ci22o316;ci22o317;ci22o318;ci22o319;ci22o320;ci22o321;ci22o322
818774;202206;1;68;1954;0;9;7;7;6;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;1;1;0; ; ;-9;-9;-9;-9;-9;-9;0;0;0;0;0;1; ;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ;-9;-9; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ;-9999999;7; ;-9999999;-9;2500;4;4;4;4;4;4;4;8;0;0;0;0;0;0;1;4;3;2; ; ; ;4;3;7; ; ;1;0;0;0; ; ; ;2; ;2; ;4;4;1;1;5;4;4;5;2;1;5;2;4;4;3;25/06/2022;09:28:39;25/06/2022;09:41:24;765
818776;202206;1;55;1966;0;1;6;5;3;1;1;52368; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;1;5000; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ;2; ; ; ;-9999999;9; ;25000; ;2842;4;4;3;4;4;4;5;6;0;0;0;0;0;0;1;4;3;2; ;0; ;2;2;3; ; ;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;1;1;1;1;5;4;3;4;26/06/2022;08:22:02;26/06/2022;08:38:41;999
818859;202206;1;85;1936;0;9;9;9;8;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;0;0; ; ;16410; ;6075; ; ; ;1;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;1254; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ;22485; ; ;22485; ;1200;4;4;4;4;4;4;6;9;0;0;0;0;0;0;1;5;3;2; ; ; ;4;2;9; ; ;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;5;1;1;1;5;2;5;5;06/06/2022;14:51:25;06/06/2022;15:07:48;983
818897;202206;1;66;1956;0;12;8;8;5;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;43000; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ;23000; ; ;14000; ;11000;2;2;2;2;2;2;9;9;0;0;0;0;0;0;1;2;2;2; ; ; ;4;1;8; ; ;1;0;0;0; ; ; ;2; ;2; ;1;4;1;1;1;1;1;1;1;2;4;5;5;5;5;27/06/2022;21:51:29;27/06/2022;22:12:47;1278
818920;202206;2;69;1953;1;9;8;8;6;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;1;0;0; ; ;-9;-9;-9;-9; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ;-9999999;-9;-9999999;5600; ;4500;4;4;4;4;4;4;5;8;0;0;0;0;0;0;1;4;3;2; ; ; ;2;3;8;3;4;1;0;0;0; ; ; ;2; ;2; ;1;1;4;1;5;1;1;4;1;1;5;3;3;3;3;20/06/2022;13:13:48;20/06/2022;13:27:31;823
818921;202207;2;33;1989;1;1;9;8;3;1;1;52000; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;1;0; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;600; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ;53000; ; ;176000; ;6000;2;2;3;3;2;2;4;7;0;0;0;0;0;0;1;2;2;1; ;0; ;2;4;8;3;2;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;1;1;2;2;2;2;4;3;19/07/2022;20:32:13;19/07/2022;21:06:36;2063
818927;202206;1;66;1956;0;10;4;2;0;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;1;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;33000; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ; ; ; ; ;33000; ; ;-9999999;3;1900;4;4;4;4;3;3;2;3;1;1;0;0;0;0;0;2;2;2; ; ; ;3;5;2; ; ;1;0;0;0; ; ; ;2; ;2; ;1;3;3;2;5;2;3;2;7;6;2;4;4;3;3;15/06/2022;20:12:19;15/06/2022;20:20:06;467
818937;202206;3;53;1969;1;1;8;7;6;1;1;-8;4;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;1;0;0;0;0;0;0; ; ; ; ; ; ; ; ;8500; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;1;-9;2;2; ;2; ;2; ;2; ;1;850;2; ;2; ; ; ;-9999999;7; ;37500; ;-8;2;2;2;2;2;2;7;7;0;0;0;0;0;0;1;4;3;2; ;0; ;4;4;8;3;4;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;1;2;2;4;4;3;3;4;26/06/2022;17:07:55;26/06/2022;17:16:14;499
818963;202206;2;31;1990;1;1;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14/06/2022;20:22:12; ; ; 
818968;202206;2;74;1947;1;9;8;8;7;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;1;0; ; ;11245; ; ; ;9440; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;1;1180; ;1;2160;2; ;2; ;2; ;2; ;2; ; ; ; ; ;20900; ; ;48100; ;3000;2;2;2;2;2;2;7;7;0;0;0;0;0;0;1;2;2;2; ; ; ;3;4;8;3;3;1;0;0;0; ; ; ;2; ;2; ;1;1;5;1;5;5;1;5;3;1;3;4;4;4;4;07/06/2022;09:51:51;07/06/2022;10:28:46;2215
818981;202206;2;68;1953;1;9;8;8;5;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;1;0;0; ; ;-9;-8;-9;-8; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;2; ;2; ;2; ; ; ; ; ;-9999998;-8;-9999998;-9999999;-8;-8;4;4;4;4;4;4;5;9;0;0;0;0;0;0;1;4;3;2; ; ; ;4;3;9;3;4;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;1;1;1;1;5;3;3;3;22/06/2022;21:58:05;22/06/2022;22:08:48;643
819012;202206;1;73;1949;1;9;3;5;5;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0; ; ;-9;-9; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;0;0;0;0;0;0;0; ; ; ; ; ; ;-9;-8; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;2; ;2; ; ; ; ; ;1; ; ;-9999999;-9;-8;4;4;4;4;4;4;3;3;1;0;0;0;0;0;0;3;2;2; ; ; ;3;-9;7;3;5;1;0;0;0; ; ; ;-8; ;-8; ;4;1;1;1;1;1;1;1;3;3;1;5;5;5;5;14/06/2022;12:21:39;14/06/2022;12:29:05;446
819016;202206;5;21;2000;0;7;8;-9;-9;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0; ;0;0;0;0; ; ;0;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ; ; ; ; ;2; ; ; ; ; ;-9999999;-9;-9999999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;28/06/2022;09:02:06;28/06/2022;09:04:02;116
819021;202206;1;38;1984;1;1;7;6;3;1;1;-9;3;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0; ;0;0; ;0;0;0;0; ; ;0;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ;2; ; ; ;-9999999;-8;-9999998;-9999999;3;-8;2;2;2;2;2;2;5;7;0;0;0;0;0;0;1;3;2;2; ;5; ;3;2;7;3;4;1;0;0;0; ; ; ;2; ;2; ;1;2;2;3;5;3;1;3;5;4;1;4;3;3;4;25/06/2022;02:04:43;25/06/2022;02:10:42;359
819047;202206;1;55;1966;0;1;8;6;5;1;1;23545; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;0;0;0;0;0;0;0; ; ; ; ; ; ;15200; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;1;1900;2; ;2; ; ; ;38423; ; ;30000; ;2100;4;3;4;4;4;4;6;9;0;0;0;0;0;0;1;4;3;1; ;0; ;4;3;7; ; ;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;4;1;1;1;1;2;5;1;4;4;09/06/2022;21:19:10;09/06/2022;22:04:19;2709
819061;202206;5;23;1999;1;7;8;7;8;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;2000; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ; ; ; ; ;2; ; ; ; ; ;2000; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;5;4;5;5;07/06/2022;11:32:50;07/06/2022;11:37:06;256
819114;202206;1;58;1963;0;1;8;8;7;1;1;14000; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;1;0;0;0;0; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2317; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ;15246; ; ;13926; ;1100;4;4;4;4;2;2;5;3;1;0;0;0;0;0;0;3;2;2; ;1; ;3;3;8; ; ;1;0;0;0; ; ; ;2; ;2; ;3;3;3;1;5;3;1;1;2;2;2;4;4;4;4;06/06/2022;19:14:35;06/06/2022;19:23:57;562
819137;202206;1;73;1949;1;9;8;8;2;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;1;0; ; ;11245; ;48792; ;14455; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;1;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;504; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ;74492; ; ;65396; ;1500;2;2;2;2;2;2;5;10;0;0;0;0;0;0;1;5;3;2; ; ; ;5;2;8;5;4;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;5;1;1;1;5;1;3;3;06/06/2022;15:20:18;06/06/2022;15:31:43;685
819141;202206;1;53;1968;1;1;7;7;7;1;1;63000; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;2; ;2; ;2; ;2; ; ; ;-9999999;-9;30000;43000; ;1800;2;2;2;2;4;4;4;7;0;0;0;0;0;0;1;4;3;2; ;0; ;4;4;8;3;3;1;0;0;0; ; ; ;2; ;2; ;1;3;1;1;5;1;1;5;2;2;3;5;1;3;3;13/06/2022;16:12:33;13/06/2022;16:32:26;1193
819143;202207;1;44;1978;0;1;6;6;4;1;1;-9;3;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;0;0;0; ;0;0; ;0;0;1;0; ; ;0;-9;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-9; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;1;750; ;2; ;3; ;3; ;3; ;3; ;2; ;2; ; ; ;-9999999;5; ;-9999999;3;1500;2;2;2;3;4;3;6;5;0;0;0;0;0;0;1;4;3;2; ;0; ;3;2;7; ; ;1;0;0;0; ; ; ;2; ;2; ;1;1;1;4;1;3;1;1;2;2;1;3;3;4;4;22/07/2022;09:56:35;22/07/2022;10:04:34;479
819160;202206;1;93;1928;1;9;8;7;6;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;0;0; ; ;-9;-9;-9;-9; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;-9;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;1;-9;2; ;2; ;2; ;2; ;2; ; ; ; ; ;-9999999;-9;-9999999;-9999999;4;2500;3;2;2;2;2;2;5;7;0;0;0;0;0;0;1;2;2;2; ; ; ;3;3;7;4;1;1;0;0;0; ; ; ;2; ;2; ;1;2;1;1;5;1;1;5;3;3;3;3;3;3;2;21/06/2022;18:33:48;21/06/2022;19:02:17;1709
819168;202206;2;62;1959;1;3;7;5;3;2; ; ; ;0;0;1;0;0;0;0;0;0;2; ; ;2;-9;1;0;0;1; ;1;2;-9;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ;2; ; ; ;-9999999;2; ;-9999999;-9;1800;4;4;4;4;4;4;5;6;0;0;0;0;0;0;1;3;2;1; ;0; ;2;3;6;3;4;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;3;1;5;2;3;1;5;5;4;5;07/06/2022;15:26:34;07/06/2022;15:33:54;440
819183;202206;1;32;1989;0;1;7;7;5;1;1;33600; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;3; ;3; ;2; ;2; ; ; ;33600; ; ;52000; ;3200;2;2;2;3;2;2;7;7;0;0;0;0;0;0;1;4;3;2; ;0; ;4;2;7; ; ;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;1;2;3;3;4;4;4;4;26/06/2022;23:19:36;26/06/2022;23:28:16;520
819215;202206;3;28;1993;1;1;5;5;3;1;1;-8;-8;0;0;1;0;0;0;0;0;0;1;1;-9; ; ;-8; ; ; ; ;1;1;-9;-8; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ; ; ; ; ;2; ;2; ; ; ;-9999998;-8;-9999998;-9999999;-8;-8;2;4;2;2;4;4;5;8;0;0;0;0;0;0;1;4;3;2; ;0; ;2;3;6;2;2;1;0;0;0; ; ; ;2; ;2; ;1;4;5;1;5;1;1;1;1;1;5;2;1;1;2;06/06/2022;16:28:02;06/06/2022;16:38:52;650
819226;202206;1;61;1961;1;10;5;0;2;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;1;0;0;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;31000; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;3; ;3; ;3; ;2; ; ; ; ; ;32000; ; ;20411; ;2200;4;4;4;4;4;4;4;0;1;0;0;0;0;0;0;2;1;2; ; ; ;2;5;2;3;4;1;0;0;0; ; ; ;2; ;2; ;1;4;4;4;5;4;2;1;3;6;1;5;5;5;5;08/06/2022;08:59:45;08/06/2022;09:05:25;340
819235;202206;2;59;1962;1;1;8;8;6;1;1;25000; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-9;-9; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;2; ;2; ;2; ;2; ; ; ;-9999999;-9;-9999999;-9999999;-9;2000;2;2;2;2;2;2;7;8;0;0;0;0;0;0;1;5;3;2; ;25; ;4;3;7;2;4;1;0;0;0; ; ; ;2; ;2; ;1;3;1;1;5;1;1;1;1;1;1;5;3;4;4;18/06/2022;12:24:43;18/06/2022;12:37:20;757
819239;202206;3;31;1990;1;1;7;6;3;1;1;24682; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0; ;0;0; ;0;0;0;0; ; ;0;964; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;1;1836; ;2; ;3; ;3; ;3; ;3; ;2; ;2; ; ; ;19319; ; ;45000; ;3000;2;4;2;2;2;2;6;6;0;0;0;0;0;0;1;3;2;2; ;0; ;3;2;6;3;3;1;0;0;0; ; ; ;2; ;2; ;1;2;1;1;5;2;1;2;1;2;4;5;4;4;3;08/06/2022;15:03:39;08/06/2022;15:24:38;1259
